ID,성별,연령,거주지역,구매시각,구매지역,상품분류,구매수량,구매금액
U867371343,남성,56,부산 남구,12일-6월-2021년 18시,부산 부산진구,식품-가공식품,2개,36000.0
U103867153,여성,57,부산 해운대구,2일-11월-2021년 14시,부산 해운대구,의류잡화-패션잡화,1개,27000.0
U94625168,여성,58,부산 사하구,31일-12월-2021년 20시,부산 중구,의류잡화-여성용의류-SPA,1개,27000.0
U398526642,여성,55,부산 사상구,28일-10월-2021년 19시,부산 부산진구,의류잡화-여성용의류-SPA,1개,27000.0
U287341160,남성,61,서울 강남구,14일-6월-2021년 15시,서울 강남구,의류잡화-여성용의류-고급의류,-1개,-676000.0
U319247485,여성,58,서울 용산구,17일-1월-2021년 15시,서울 중구,의류잡화-여성용의류-SPA,1개,34000.0
U894915616,여성,55,서울 강남구,26일-8월-2021년 19시,서울 강남구,,1개,13000.0
U67292818,여성,71,서울 중구,17일-4월-2021년 13시,서울 중구,의류잡화-아동용의류,1개,89000.0
U493856086,여성,58,경기 안양시,31일-7월-2021년 14시,경기 안양시,의류잡화-패션잡화,1개,3000.0
U64987645,여성,65,서울 노원구,29일-7월-2021년 15시,경기 안양시,의류잡화-아동용의류,1개,25000.0
U525117700,여성,55,서울 노원구,26일-2월-2021년 17시,서울 노원구,의류잡화-패션잡화,1개,98000.0
U347878114,여성,57,경기 구리시,22일-11월-2021년 10시,경기 구리시,레포츠-스포츠용품/의류,-1개,-18000.0
U128424095,남성,55,경기 고양시,30일-7월-2021년 13시,경기 파주시,레포츠-스포츠용품/의류,1개,44000.0
U337742119,여성,55,서울 동대문구,24일-1월-2021년 16시,서울 동대문구,의류잡화-패션잡화,2개,18000.0
U704248081,남성,66,부산 수영구,5일-7월-2021년 14시,부산 해운대구,의류잡화-여성용의류-SPA,1개,44000.0
U821546967,여성,57,경기 양주시,20일-11월-2021년 11시,경기 의정부시,가전제품-컴퓨터주변기기,1개,12000.0
U717450164,남성,62,부산 영도구,4일-8월-2021년 14시,부산 영도구,,2개,341000.0
U904229786,여성,66,서울 노원구,30일-11월-2021년 17시,서울 노원구,식품-건강식품,1개,68000.0
U323618340,여성,57,부산 금정구,4일-4월-2021년 19시,서울 중구,의류잡화-여성용의류-SPA,1개,36000.0
U536135033,여성,57,서울 노원구,7일-5월-2021년 15시,서울 노원구,의류잡화-여성용의류-SPA,1개,5000.0
U700882892,여성,58,서울 구로구,8일-6월-2021년 17시,서울 중구,식품-수산물,1개,9000.0
U789831918,여성,55,부산 영도구,13일-1월-2021년 19시,부산 중구,생활잡화-생활용품,1개,21000.0
U567772268,여성,59,서울 강서구,4일-12월-2021년 12시,서울 강서구,식품-가공식품,1개,5000.0
U156417688,여성,56,서울 동대문구,25일-11월-2021년 18시,서울 동대문구,식품-가공식품,1개,3000.0
U906070531,여성,73,부산 북구,4일-1월-2021년 13시,부산 부산진구,식품-가공식품,1개,3000.0
U400081979,여성,57,경기 부천시,9일-11월-2021년 11시,경기 부천시,생활잡화-주방용품,1개,399000.0
U647285649,여성,57,서울 강북구,13일-5월-2021년 17시,서울 강북구,식품-가공식품,1개,2000.0
U722651171,남성,67,서울 마포구,24일-10월-2021년 18시,서울 중구,,1개,222000.0
U642628955,여성,71,부산 영도구,7일-10월-2021년 17시,부산 중구,식품-농산물,1개,1000.0
U569834461,여성,57,경기 김포시,29일-6월-2021년 14시,서울 중구,식품-가공식품,1개,11000.0
U790858340,남성,65,서울 서대문구,14일-12월-2021년 16시,서울 중구,식품-가공식품,1개,20000.0
U957942973,여성,56,서울 강서구,10일-2월-2021년 13시,서울 강서구,의류잡화-남성용의류-캐주얼,1개,178000.0
U348197478,남성,59,서울 강북구,17일-12월-2021년 18시,서울 강북구,식품-수산물,1개,16000.0
U922553187,여성,78,경기 고양시,9일-8월-2021년 19시,경기 고양시,식품-수산물,1개,
U717450164,남성,62,부산 영도구,15일-4월-2021년 17시,부산 부산진구,식품-농산물,1개,2000.0
U930810765,여성,55,부산 부산진구,14일-2월-2021년 18시,부산 부산진구,의류잡화-여성용의류-SPA,1개,18000.0
U954726966,여성,55,경기 양평군,16일-2월-2021년 13시,경기 구리시,레포츠-스포츠용품/의류,2개,36000.0
U335961952,여성,71,경기 성남시,12일-12월-2021년 19시,경기 성남시,식품-가공식품,1개,7000.0
U674323660,여성,55,서울 강동구,7일-2월-2021년 18시,서울 송파구,의류잡화-구두,1개,61000.0
U299252586,남성,60,부산 남구,14일-9월-2021년 15시,부산 해운대구,,1개,339000.0
U263279012,여성,61,서울 영등포구,10일-1월-2021년 16시,서울 중구,의류잡화-여성용의류-정장류,1개,88000.0
U754705971,여성,55,경기 남양주시,4일-1월-2021년 14시,경기 구리시,의류잡화-아동용의류,1개,33000.0
U935586132,여성,55,경기 부천시,17일-10월-2021년 11시,경기 부천시,의류잡화-여성용의류-SPA,1개,
U553897416,여성,55,경기 용인시,19일-2월-2021년 13시,서울 강남구,생활잡화-화장품,1개,71000.0
U643279402,여성,56,경기 성남시,1일-8월-2021년 18시,경기 성남시,식품-축산물,1개,9000.0
U760471854,남성,59,서울 구로구,19일-4월-2021년 18시,서울 영등포구,레포츠-스포츠용품/의류,-1개,
U979748891,남성,56,부산 부산진구,7일-8월-2021년 16시,부산 부산진구,생활잡화-화장품,-1개,-66000.0
U733678221,여성,55,부산 기장군,22일-6월-2021년 19시,부산 중구,의류잡화-여성용의류-SPA,-1개,-11000.0
U909877789,여성,59,서울 성동구,4일-9월-2021년 16시,서울 강동구,가전제품-주방가전,1개,3366000.0
U647610673,여성,62,서울 영등포구,18일-4월-2021년 16시,서울 중구,의류잡화-여성용의류-고급의류,1개,1446000.0
U585461706,남성,65,부산 해운대구,9일-4월-2021년 14시,부산 부산진구,식품-음료,1개,18000.0
U685147098,여성,56,경기 시흥시,25일-1월-2021년 12시,경기 부천시,식품-가공식품,1개,25000.0
U446707421,여성,65,서울 노원구,7일-10월-2021년 13시,서울 노원구,식품-가공식품,4개,14000.0
U808654096,여성,64,서울 동대문구,6일-1월-2021년 14시,서울 동대문구,레포츠-골프용품/의류,1개,37000.0
U110444654,여성,59,경기 남양주시,31일-12월-2021년 13시,경기 구리시,가전제품-주방가전,1개,52000.0
U774406229,여성,55,경기 안산시,21일-3월-2021년 13시,경기 안산시,의류잡화-여성용의류-이너웨어,1개,11000.0
U8403925,여성,55,부산 해운대구,16일-11월-2021년 14시,부산 해운대구,식품-축산물,1개,13000.0
U760471854,남성,59,서울 구로구,10일-7월-2021년 18시,서울 구로구,가전제품-생활가전,1개,70000.0
U766875918,여성,60,경기 안산시,12일-2월-2021년 18시,경기 파주시,의류잡화-남성용의류-캐주얼,1개,119000.0
U435215370,여성,70,부산 연제구,29일-1월-2021년 16시,부산 부산진구,,1개,72000.0
U303334885,여성,55,경기 고양시,25일-5월-2021년 17시,경기 고양시,식품-음료,1개,2000.0
U301437256,여성,61,경기 부천시,4일-6월-2021년 14시,경기 부천시,의류잡화-아동용의류,1개,26000.0
U381470802,여성,59,경기 안산시,31일-8월-2021년 13시,서울 중구,식품-건강식품,1개,2000.0
U634232871,여성,80,서울 성동구,10일-6월-2021년 15시,서울 송파구,명품-명품,1개,520000.0
U525117700,여성,55,서울 노원구,5일-5월-2021년 18시,서울 노원구,생활잡화-화장품,1개,49000.0
U774406229,여성,55,경기 안산시,8일-5월-2021년 16시,경기 안양시,의류잡화-남성용의류-캐주얼,1개,159000.0
U706991653,여성,58,서울 송파구,19일-10월-2021년 16시,서울 송파구,의류잡화-아동용의류,1개,70000.0
U570183883,여성,59,경기 의왕시,7일-3월-2021년 14시,서울 중구,가구-가구,1개,9000.0
U860527035,여성,58,서울 구로구,2일-9월-2021년 19시,서울 영등포구,가전제품-주방가전,1개,18000.0
U761121301,여성,58,서울 노원구,19일-9월-2021년 13시,서울 노원구,의류잡화-패션잡화,1개,62000.0
U658972837,여성,60,경기 안양시,16일-7월-2021년 12시,서울 중구,명품-명품,1개,798000.0
U685682086,여성,55,경기 고양시,3일-5월-2021년 13시,경기 파주시,식품-가공식품,1개,28000.0
U935577192,남성,64,경기 광주시,1일-2월-2021년 17시,경기 이천시,의류잡화-여성용의류-SPA,1개,103000.0
U307677989,여성,75,경기 성남시,28일-11월-2021년 17시,경기 성남시,생활잡화-생활용품,1개,
U784655847,남성,58,경기 성남시,8일-2월-2021년 17시,경기 성남시,의류잡화-여성용의류-SPA,1개,194000.0
U339383747,여성,64,서울 송파구,4일-4월-2021년 14시,서울 송파구,식품-가공식품,1개,0.0
U813154218,여성,56,서울 강북구,8일-6월-2021년 15시,서울 강북구,의류잡화-구두,1개,35000.0
U2413953,여성,55,서울 강남구,14일-12월-2021년 16시,서울 강남구,레포츠-골프용품/의류,2개,34000.0
U949474564,여성,66,부산 사하구,12일-4월-2021년 18시,부산 중구,의류잡화-여성용의류-SPA,2개,18000.0
U67292818,여성,71,서울 중구,7일-8월-2021년 13시,서울 중구,의류잡화-여성용의류-고급의류,1개,294000.0
U15298598,여성,57,경기 군포시,3일-2월-2021년 13시,경기 안양시,식품-가공식품,1개,15000.0
U447617015,남성,74,서울 노원구,19일-10월-2021년 10시,서울 동대문구,의류잡화-남성용의류-정장류,1개,535000.0
U467105964,여성,64,경기 광명시,10일-7월-2021년 16시,서울 영등포구,,1개,
U643256474,여성,58,서울 강서구,31일-3월-2021년 17시,서울 강서구,의류잡화-여성용의류-SPA,1개,44000.0
U530157522,남성,58,서울 양천구,11일-6월-2021년 12시,서울 강서구,레포츠-스포츠용품/의류,-1개,-31000.0
U789953307,여성,59,경기 안양시,22일-9월-2021년 16시,경기 안양시,식품-축산물,3개,15000.0
U889394224,여성,55,경기 안양시,30일-9월-2021년 16시,경기 안양시,식품-건강식품,1개,
U730743109,여성,75,서울 서초구,27일-8월-2021년 16시,서울 서초구,가전제품-생활가전,1개,206000.0
U776562171,남성,73,서울 동대문구,19일-8월-2021년 15시,서울 동대문구,가전제품-TV/AV,1개,68000.0
U671880116,여성,57,경기 양평군,18일-7월-2021년 12시,서울 송파구,식품-농산물,1개,14000.0
U323958548,여성,79,경기 성남시,18일-4월-2021년 16시,경기 성남시,식품-농산물,1개,9000.0
U424257199,여성,58,경기 고양시,27일-7월-2021년 19시,경기 고양시,의류잡화-여성용의류-SPA,1개,
U970329604,여성,65,경기 의왕시,7일-10월-2021년 20시,경기 의왕시,가전제품-주방가전,1개,75000.0
U228633869,여성,61,서울 성북구,28일-1월-2021년 18시,서울 영등포구,의류잡화-여성용의류-이너웨어,1개,82000.0
U349958102,여성,60,경기 안산시,11일-1월-2021년 18시,서울 중구,식품-가공식품,1개,
U266878336,여성,55,부산 금정구,16일-11월-2021년 20시,부산 동래구,의류잡화-여성용의류-정장류,1개,142000.0
U227434233,남성,57,경기 이천시,7일-10월-2021년 15시,서울 송파구,,1개,346000.0
U532934737,여성,57,경기 구리시,17일-5월-2021년 18시,경기 구리시,식품-가공식품,1개,5000.0
U787289315,여성,55,서울 중구,14일-2월-2021년 14시,서울 중구,의류잡화-패션잡화,1개,141000.0
U286014699,여성,58,경기 남양주시,1일-11월-2021년 19시,서울 중구,레포츠-스포츠용품/의류,1개,132000.0
U236796423,여성,61,서울 송파구,14일-1월-2021년 14시,서울 송파구,생활잡화-주방용품,1개,53000.0
U89156307,여성,56,서울 노원구,7일-12월-2021년 15시,서울 노원구,가구-가구,1개,53000.0
U391255323,여성,58,서울 송파구,9일-8월-2021년 20시,서울 송파구,식품-가공식품,3개,43000.0
U415961052,여성,59,서울 송파구,2일-8월-2021년 14시,서울 송파구,식품-가공식품,1개,5000.0
U871907309,여성,57,경기 구리시,8일-2월-2021년 15시,경기 구리시,식품-수산물,1개,3000.0
U638536145,남성,74,경기 안양시,2일-1월-2021년 16시,경기 안양시,식품-농산물,1개,9000.0
U763676829,여성,58,서울 노원구,11일-10월-2021년 19시,서울 노원구,식품-음료,11개,
U551321095,여성,58,부산 영도구,5일-4월-2021년 14시,부산 중구,,1개,70000.0
U699875972,여성,59,서울 송파구,31일-12월-2021년 15시,서울 송파구,식품-가공식품,1개,6000.0
U692833664,여성,57,부산 연제구,12일-12월-2021년 14시,부산 부산진구,식품-축산물,1개,10000.0
U763676829,여성,58,서울 노원구,8일-4월-2021년 19시,서울 중구,식품-가공식품,1개,19000.0
U171601936,여성,57,서울 동대문구,21일-10월-2021년 17시,서울 동대문구,의류잡화-여성용의류-SPA,1개,53000.0
U621297585,여성,62,서울 송파구,8일-3월-2021년 16시,서울 송파구,식품-건강식품,1개,27000.0
U490844343,여성,62,서울 노원구,20일-4월-2021년 13시,서울 노원구,,1개,
U923345179,여성,55,부산 동래구,18일-12월-2021년 16시,부산 동래구,의류잡화-여성용의류-SPA,1개,36000.0
U721760531,남성,57,부산 사상구,3일-10월-2021년 17시,부산 부산진구,의류잡화-남성용의류-정장류,1개,53000.0
U382190896,남성,58,경기 고양시,22일-12월-2021년 17시,서울 중구,의류잡화-여성용의류-정장류,1개,27000.0
U815664142,여성,62,서울 동대문구,20일-11월-2021년 13시,서울 동대문구,의류잡화-남성용의류-캐주얼,1개,
U684451115,여성,60,부산 동구,26일-8월-2021년 13시,부산 동구,가전제품-컴퓨터주변기기,1개,275000.0
U636966313,여성,60,서울 마포구,6일-7월-2021년 14시,서울 영등포구,식품-가공식품,2개,7000.0
U349958102,여성,60,경기 안산시,31일-8월-2021년 12시,경기 안양시,의류잡화-패션잡화,2개,18000.0
U126094176,여성,70,서울 영등포구,11일-5월-2021년 15시,서울 영등포구,의류잡화-남성용의류-캐주얼,2개,321000.0
U346413459,여성,67,서울 송파구,24일-10월-2021년 16시,서울 송파구,레포츠-골프용품/의류,1개,
U789953307,여성,59,경기 안양시,2일-10월-2021년 17시,경기 안양시,레포츠-스포츠용품/의류,1개,45000.0
U727072912,여성,67,경기 성남시,4일-7월-2021년 13시,경기 성남시,식품-가공식품,1개,7000.0
U126094176,여성,70,서울 영등포구,14일-1월-2021년 14시,서울 강서구,가전제품-주방가전,3개,32000.0
U17002692,여성,56,서울 송파구,4일-7월-2021년 20시,서울 송파구,의류잡화-여성용의류-SPA,1개,35000.0
U171561937,여성,62,부산 사하구,5일-1월-2021년 14시,부산 중구,,1개,16000.0
U622672192,여성,55,서울 마포구,17일-1월-2021년 14시,서울 중구,식품-가공식품,1개,12000.0
U489452675,여성,75,경기 성남시,14일-5월-2021년 17시,경기 성남시,식품-농산물,1개,2000.0
U980919930,여성,55,서울 강서구,8일-12월-2021년 14시,경기 김포시,가전제품-주방가전,1개,267000.0
U856498536,여성,56,서울 강남구,26일-12월-2021년 10시,서울 강남구,가전제품-주방가전,1개,56000.0
U228236328,여성,61,부산 서구,21일-12월-2021년 18시,부산 부산진구,,1개,10000.0
U231374882,여성,57,부산 사상구,28일-12월-2021년 14시,부산 부산진구,식품-수산물,1개,9000.0
U784655847,남성,58,경기 성남시,19일-9월-2021년 14시,경기 성남시,식품-가공식품,1개,10000.0
U142798789,남성,56,서울 강동구,11일-10월-2021년 17시,서울 송파구,식품-가공식품,1개,5000.0
U489452675,여성,75,경기 성남시,28일-10월-2021년 16시,경기 성남시,의류잡화-패션잡화,3개,27000.0
U616989649,남성,57,경기 부천시,16일-8월-2021년 14시,서울 강서구,식품-가공식품,1개,16000.0
U808654096,여성,64,서울 동대문구,21일-6월-2021년 17시,서울 동대문구,생활잡화-화장품,1개,270000.0
U628262924,여성,57,서울 서초구,20일-9월-2021년 16시,경기 파주시,의류잡화-남성용의류-캐주얼,1개,100000.0
U349958102,여성,60,경기 안산시,5일-1월-2021년 15시,경기 안산시,의류잡화-여성용의류-SPA,1개,
U51761252,여성,57,경기 고양시,6일-10월-2021년 12시,경기 고양시,식품-수산물,3개,13000.0
U50945956,여성,60,부산 사상구,20일-8월-2021년 16시,부산 부산진구,생활잡화-주방용품,6개,1000.0
U850573285,여성,67,서울 송파구,9일-4월-2021년 15시,서울 송파구,식품-농산물,1개,21000.0
U610767385,여성,65,서울 종로구,11일-11월-2021년 12시,서울 중구,식품-건강식품,1개,187000.0
U715656218,여성,62,서울 종로구,5일-10월-2021년 19시,서울 중구,식품-수산물,1개,9000.0
U365640186,여성,62,서울 서초구,17일-3월-2021년 13시,서울 중구,의류잡화-여성용의류-정장류,-1개,-274000.0
U543162924,여성,59,부산 사하구,13일-10월-2021년 19시,부산 중구,식품-가공식품,1개,5000.0
U687914118,여성,61,경기 성남시,9일-12월-2021년 16시,경기 성남시,식품-음료,1개,3000.0
U203763762,여성,65,서울 동대문구,24일-6월-2021년 12시,서울 동대문구,식품-음료,1개,
U964026460,여성,60,부산 부산진구,6일-2월-2021년 15시,부산 부산진구,의류잡화-여성용의류-정장류,3개,267000.0
U683792603,남성,55,서울 영등포구,5일-4월-2021년 18시,서울 영등포구,의류잡화-남성용의류-캐주얼,1개,53000.0
U704122094,여성,56,서울 강남구,22일-2월-2021년 16시,서울 강남구,의류잡화-여성용의류-고급의류,1개,36000.0
U859787234,여성,56,경기 오산시,13일-7월-2021년 12시,경기 파주시,명품-명품,1개,
U36744521,여성,65,부산 수영구,22일-8월-2021년 15시,부산 부산진구,생활잡화-화장품,1개,132000.0
U138530651,여성,55,서울 강동구,19일-1월-2021년 13시,서울 송파구,의류잡화-남성용의류-캐주얼,-1개,-135000.0
U848836855,여성,60,경기 부천시,24일-3월-2021년 16시,경기 부천시,의류잡화-아동용의류,1개,35000.0
U584431338,남성,57,서울 중랑구,13일-9월-2021년 17시,서울 동대문구,의류잡화-남성용의류-캐주얼,1개,68000.0
U48847718,여성,66,경기 고양시,2일-10월-2021년 12시,경기 고양시,의류잡화-여성용의류-SPA,1개,177000.0
U159886829,남성,57,서울 송파구,5일-4월-2021년 17시,서울 송파구,식품-가공식품,1개,11000.0
U731486224,여성,55,경기 안산시,9일-8월-2021년 14시,경기 안산시,식품-수산물,1개,9000.0
U610767385,여성,65,서울 종로구,11일-5월-2021년 16시,서울 은평구,,1개,298000.0
U777175251,남성,57,경기 구리시,20일-4월-2021년 16시,경기 구리시,레포츠-스포츠용품/의류,1개,
U551866526,여성,57,부산 해운대구,22일-1월-2021년 18시,부산 해운대구,식품-건강식품,1개,187000.0
U38607640,여성,55,부산 해운대구,31일-12월-2021년 18시,부산 해운대구,식품-가공식품,1개,4000.0
U214332001,여성,56,부산 연제구,22일-11월-2021년 13시,부산 부산진구,레포츠-스포츠용품/의류,1개,222000.0
U969208993,여성,57,서울 강남구,24일-12월-2021년 13시,서울 강남구,식품-가공식품,1개,13000.0
U650959157,여성,66,서울 종로구,3일-5월-2021년 16시,서울 중구,의류잡화-패션잡화,1개,61000.0
U223146124,여성,59,서울 송파구,5일-7월-2021년 19시,서울 송파구,식품-수산물,1개,9000.0
U969938653,여성,60,경기 구리시,1일-9월-2021년 19시,서울 중랑구,가전제품-휴대폰/태블릿,1개,416000.0
U486410291,남성,61,부산 해운대구,27일-5월-2021년 14시,부산 해운대구,생활잡화-화장품,1개,78000.0
U808654096,여성,64,서울 동대문구,2일-5월-2021년 15시,서울 동대문구,의류잡화-여성용의류-SPA,1개,43000.0
U455119436,여성,55,서울 성북구,2일-3월-2021년 18시,서울 송파구,식품-가공식품,1개,6000.0
U298003550,남성,73,경기 동두천시,3일-8월-2021년 19시,서울 동대문구,생활잡화-주방용품,1개,267000.0
U776871844,여성,57,경기 안산시,3일-5월-2021년 16시,경기 안산시,의류잡화-아동용의류,-1개,-282000.0
U103867153,여성,57,부산 해운대구,24일-10월-2021년 13시,부산 부산진구,식품-가공식품,1개,4000.0
U622672192,여성,55,서울 마포구,14일-4월-2021년 11시,서울 중구,식품-가공식품,1개,6000.0
U455119436,여성,55,서울 성북구,22일-10월-2021년 13시,부산 부산진구,의류잡화-여성용의류-정장류,1개,89000.0
U540746044,남성,56,경기 부천시,23일-12월-2021년 17시,경기 부천시,생활잡화-생활용품,1개,4000.0
U121724465,여성,69,경기 고양시,1일-4월-2021년 16시,서울 영등포구,식품-농산물,1개,2000.0
U782743532,여성,64,부산 남구,4일-4월-2021년 14시,부산 부산진구,,1개,15000.0
U53138164,남성,55,부산 해운대구,13일-7월-2021년 10시,부산 해운대구,가전제품-주방가전,1개,31000.0
U646618854,여성,69,서울 은평구,27일-6월-2021년 14시,서울 송파구,레포츠-스포츠용품/의류,-1개,-123000.0
U423125734,남성,57,서울 마포구,27일-7월-2021년 18시,서울 강서구,레포츠-스포츠용품/의류,1개,44000.0
U988927928,여성,63,서울 송파구,22일-2월-2021년 16시,서울 송파구,식품-가공식품,1개,4000.0
U917245663,남성,77,경기 안양시,29일-9월-2021년 13시,경기 안양시,가전제품-휴대폰/태블릿,1개,9000.0
U645861824,남성,60,경기 안양시,27일-5월-2021년 11시,경기 안양시,식품-농산물,1개,14000.0
U648913767,여성,60,서울 동대문구,18일-7월-2021년 17시,서울 동대문구,의류잡화-아동용의류,1개,24000.0
U461028637,남성,56,경기 안양시,24일-1월-2021년 19시,경기 안양시,식품-가공식품,1개,38000.0
U708674796,여성,61,서울 강남구,19일-7월-2021년 11시,서울 강남구,식품-가공식품,1개,3000.0
U246006750,여성,61,경기 안성시,19일-1월-2021년 14시,서울 관악구,식품-가공식품,1개,17000.0
U13215076,여성,56,서울 송파구,13일-6월-2021년 11시,서울 송파구,식품-가공식품,1개,5000.0
U622672192,여성,55,서울 마포구,5일-9월-2021년 16시,서울 중구,식품-음료,2개,4000.0
U701896404,남성,59,부산 부산진구,16일-10월-2021년 10시,부산 부산진구,가전제품-생활가전,1개,26000.0
U467796247,남성,77,서울 중구,31일-5월-2021년 16시,경기 성남시,식품-가공식품,1개,12000.0
U989469599,남성,73,서울 강남구,2일-10월-2021년 18시,서울 강남구,식품-농산물,2개,22000.0
U6697787,여성,58,서울 강동구,17일-10월-2021년 18시,서울 송파구,,1개,435000.0
U493060186,여성,62,경기 안양시,6일-4월-2021년 19시,경기 안양시,생활잡화-화장품,2개,62000.0
U146782206,여성,74,경기 성남시,4일-2월-2021년 14시,경기 성남시,의류잡화-여성용의류-SPA,1개,7000.0
U159886829,남성,57,서울 송파구,13일-8월-2021년 20시,서울 송파구,식품-가공식품,1개,5000.0
U950938876,여성,60,서울 구로구,22일-5월-2021년 20시,서울 영등포구,의류잡화-여성용의류-SPA,1개,35000.0
U924810428,남성,61,경기 양주시,9일-8월-2021년 17시,경기 양주시,,1개,49000.0
U30070649,여성,67,부산 영도구,22일-10월-2021년 15시,부산 중구,의류잡화-구두,1개,226000.0
U259468781,여성,57,경기 고양시,17일-10월-2021년 12시,경기 고양시,,1개,44000.0
U980788594,여성,55,경기 시흥시,8일-5월-2021년 16시,경기 안산시,생활잡화-생활용품,1개,5000.0
U784886142,여성,57,경기 광명시,17일-3월-2021년 12시,서울 영등포구,생활잡화-침구류,-1개,-27000.0
U999184958,여성,61,부산 해운대구,22일-6월-2021년 18시,부산 해운대구,의류잡화-패션잡화,1개,216000.0
U275738108,여성,75,경기 의정부시,8일-8월-2021년 13시,서울 노원구,의류잡화-여성용의류-SPA,1개,45000.0
U14661989,남성,58,서울 은평구,27일-8월-2021년 17시,서울 중구,식품-음료,1개,1000.0
U472824392,여성,58,서울 강서구,10일-8월-2021년 18시,서울 강서구,가전제품-TV/AV,1개,
U989469599,남성,73,서울 강남구,30일-9월-2021년 17시,서울 강남구,식품-농산물,1개,6000.0
U831478563,여성,59,부산 부산진구,24일-1월-2021년 16시,부산 부산진구,의류잡화-여성용의류-SPA,1개,177000.0
U243846057,여성,59,경기 용인시,4일-6월-2021년 17시,서울 중구,의류잡화-여성용의류-SPA,1개,53000.0
U323959090,여성,67,경기 양평군,7일-8월-2021년 15시,서울 동대문구,식품-건강식품,4개,89000.0
U228236328,여성,61,부산 서구,30일-11월-2021년 16시,부산 부산진구,,-1개,-453000.0
U424257199,여성,58,경기 고양시,27일-7월-2021년 18시,경기 고양시,의류잡화-여성용의류-SPA,1개,44000.0
U741655212,남성,69,경기 성남시,7일-12월-2021년 13시,경기 성남시,생활잡화-화장품,1개,25000.0
U359540234,남성,56,경기 고양시,14일-1월-2021년 13시,경기 고양시,생활잡화-화장품,1개,73000.0
U293365316,여성,55,경기 안양시,7일-11월-2021년 16시,경기 안양시,레포츠-스포츠용품/의류,-1개,
U391319294,여성,59,서울 동작구,11일-5월-2021년 19시,서울 노원구,의류잡화-남성용의류-정장류,2개,36000.0
U792462963,여성,55,서울 관악구,14일-8월-2021년 13시,서울 관악구,의류잡화-아동용의류,1개,35000.0
U415827821,남성,56,경기 의왕시,23일-2월-2021년 17시,경기 안양시,생활잡화-화장품,1개,22000.0
U834195084,여성,60,부산 해운대구,25일-6월-2021년 12시,부산 해운대구,식품-가공식품,1개,1000.0
U499783217,여성,71,경기 의왕시,6일-3월-2021년 12시,경기 안양시,,2개,4000.0
U552627258,여성,57,부산 서구,20일-11월-2021년 15시,부산 중구,생활잡화-생활용품,1개,9000.0
U784605586,여성,58,부산 해운대구,30일-4월-2021년 16시,부산 해운대구,의류잡화-여성용의류-정장류,1개,182000.0
U969901888,여성,69,서울 동대문구,24일-8월-2021년 12시,서울 동대문구,식품-가공식품,1개,5000.0
U274103027,여성,58,서울 송파구,25일-5월-2021년 14시,서울 송파구,생활잡화-침구류,1개,251000.0
U205118526,여성,55,서울 송파구,30일-6월-2021년 20시,서울 송파구,식품-가공식품,1개,9000.0
U503543299,여성,68,부산 해운대구,21일-11월-2021년 10시,부산 부산진구,생활잡화-화장품,1개,93000.0
U934908041,여성,59,부산 연제구,3일-2월-2021년 14시,부산 부산진구,생활잡화-화장품,5개,76000.0
U823492273,여성,57,경기 양평군,23일-6월-2021년 16시,서울 광진구,,-1개,
U512681752,여성,69,부산 영도구,19일-12월-2021년 17시,부산 중구,의류잡화-여성용의류-SPA,1개,44000.0
U508717702,여성,57,경기 안양시,30일-10월-2021년 12시,경기 안양시,식품-가공식품,1개,4000.0
U351026185,여성,67,경기 용인시,26일-3월-2021년 14시,서울 중구,식품-음료,1개,2000.0
U704122094,여성,56,서울 강남구,29일-10월-2021년 14시,서울 강남구,식품-수산물,1개,22000.0
U634232871,여성,80,서울 성동구,7일-2월-2021년 16시,서울 송파구,생활잡화-화장품,1개,98000.0
U980555178,여성,59,서울 동대문구,14일-5월-2021년 13시,경기 성남시,식품-가공식품,1개,7000.0
U271400739,여성,67,부산 수영구,28일-5월-2021년 13시,부산 해운대구,레포츠-스포츠용품/의류,1개,152000.0
U775809442,여성,58,서울 강남구,29일-1월-2021년 13시,서울 송파구,레포츠-스포츠용품/의류,1개,90000.0
U57511132,여성,56,부산 기장군,7일-12월-2021년 19시,부산 해운대구,가전제품-TV/AV,1개,1441000.0
U293751499,여성,59,서울 금천구,28일-11월-2021년 15시,서울 영등포구,명품-명품,1개,98000.0
U865543538,여성,61,경기 양평군,6일-12월-2021년 17시,서울 강동구,,1개,23000.0
U346157515,여성,59,서울 강서구,3일-4월-2021년 16시,경기 구리시,,6개,5000.0
U490844343,여성,62,서울 노원구,27일-9월-2021년 13시,서울 노원구,식품-가공식품,3개,11000.0
U626907988,여성,63,부산 부산진구,16일-9월-2021년 16시,부산 남구,가전제품-TV/AV,1개,882000.0
U352539305,남성,69,경기 광주시,10일-10월-2021년 16시,경기 성남시,식품-농산물,1개,3000.0
U787289315,여성,55,서울 중구,17일-12월-2021년 14시,서울 중구,레포츠-골프용품/의류,1개,13000.0
U567094375,여성,57,경기 양평군,1일-7월-2021년 13시,서울 송파구,의류잡화-남성용의류-캐주얼,1개,26000.0
U74995276,여성,55,서울 송파구,2일-1월-2021년 14시,서울 송파구,식품-수산물,1개,18000.0
U384749528,남성,71,부산 부산진구,11일-6월-2021년 19시,부산 부산진구,,1개,9000.0
U769370515,여성,67,서울 송파구,16일-12월-2021년 15시,서울 송파구,식품-가공식품,1개,10000.0
